,PLAYER,TEAM,AGE,GP,W,L,MIN,"
            OFFRTG
          ","
            DEFRTG
          ","
            NETRTG
          ",AST%,AST/TO,"
            AST Ratio
          ",OREB%,DREB%,REB%,"
            TO Ratio
          ",eFG%,TS%,USG%,PACE,PIE,POSS
27,Andres Nocioni,CHI,25,81,47,34,23.4,97.5,101.3,-3.8,11.1,0.90,12.7,3.6,16.6,10.1,14.0,42.2,48.4,19.4,95.48,8.3,"3,753"
27,Brent Barry,SAS,33,81,59,22,21.4,103.2,96.9,6.3,16.8,2.78,23.7,1.7,9.5,5.6,8.5,53.2,58.0,14.8,92.64,10.5,"3,365"
27,Chris Bosh,TOR,21,81,33,48,37.2,105.8,106.1,-0.4,8.6,0.82,9.6,6.6,18.1,12.3,11.7,47.2,54.7,21.7,94.29,11.7,"5,920"
27,Damon Stoudamire,POR,31,81,26,55,34.2,103.1,107.3,-4.2,28.3,2.79,24.6,2.1,9.1,5.7,8.8,47.0,51.0,23.0,91.45,11.3,"5,278"
27,Dan Gadzuric,MIL,27,81,29,52,22.0,105.7,106.6,-0.9,2.6,0.37,4.6,14.7,23.8,19.2,12.5,53.9,55.1,15.5,92.28,10.9,"3,402"
27,Darius Songaila,SAC,27,81,50,31,20.5,109.2,104.6,4.6,10.6,1.63,15.8,7.5,13.3,10.4,9.7,52.7,56.6,16.1,94.05,9.5,"3,241"
27,Elton Brand,LAC,26,81,37,44,37.1,106.1,103.2,2.9,12.8,1.14,11.2,10.7,16.2,13.5,9.9,50.3,55.4,24.8,91.11,14.8,"5,712"
27,Eric Snow,CLE,32,81,42,39,22.7,105.0,101.6,3.3,25.8,3.56,41.2,2.0,6.7,4.3,11.6,40.2,44.5,11.1,90.33,6.5,"3,468"
27,Gordan Giricek,UTA,28,81,26,55,20.4,101.7,103.6,-1.9,15.0,1.52,15.0,1.6,10.5,5.9,9.9,47.8,51.6,21.2,91.14,9.8,"3,129"
27,Jalen Rose,TOR,32,81,33,48,33.5,104.9,108.5,-3.6,14.0,1.16,12.3,1.6,8.9,5.2,10.6,50.1,56.2,24.8,94.82,10.5,"5,364"
27,Jason Kapono,CHA,24,81,17,64,18.4,97.2,101.6,-4.3,7.2,1.33,7.5,2.0,9.0,5.3,5.6,46.1,48.6,21.7,96.41,7.4,"3,014"
27,Marc Jackson,PHI,30,81,42,39,24.3,101.7,101.6,0.1,7.4,0.62,7.4,9.2,11.3,10.2,11.9,46.5,54.8,22.3,97.59,10.3,"4,005"
27,Marcus Banks,BOS,23,81,45,36,14.1,97.7,96.7,1.0,21.9,1.96,26.0,2.6,8.2,5.5,13.3,43.9,52.0,16.6,97.19,8.7,"2,316"
27,Shawn Marion,PHX,27,81,62,19,38.8,114.9,105.0,9.9,7.2,1.23,9.2,7.6,19.7,13.9,7.4,52.0,55.6,20.8,98.32,14.0,"6,449"
27,Tony Battie,ORL,29,81,36,45,23.6,100.1,103.2,-3.1,3.3,0.52,8.1,5.8,17.5,11.8,15.6,46.0,49.8,11.0,95.99,6.1,"3,816"
27,Wally Szczerbiak,MIN,28,81,44,37,31.7,107.1,105.4,1.7,12.5,1.45,13.9,3.4,8.4,6.0,9.6,54.0,59.5,20.9,91.82,10.9,"4,923"
43,Amar'e Stoudemire,PHX,22,80,60,20,36.1,116.0,105.5,10.4,7.5,0.69,6.5,7.9,15.7,12.1,9.4,56.0,61.7,28.3,97.43,15.2,"5,853"
43,Beno Udrih,SAS,22,80,57,23,14.4,102.3,97.2,5.1,23.3,1.95,22.8,1.4,5.8,3.7,11.7,51.8,54.9,19.8,91.83,9.9,"2,217"
43,Chauncey Billups,DET,28,80,53,27,35.9,104.7,98.3,6.4,27.7,2.58,27.0,1.8,7.8,4.8,10.5,53.3,60.9,20.3,88.65,13.8,"5,313"
43,David Wesley,HOU,34,80,40,40,34.7,102.7,102.8,-0.1,15.9,2.35,20.5,1.4,7.1,4.2,8.7,46.8,51.3,16.8,91.29,7.5,"5,282"
43,Desmond Mason,MIL,27,80,29,51,36.1,105.6,108.9,-3.3,12.7,1.32,12.8,3.0,8.1,5.6,9.7,44.3,52.6,22.8,93.09,9.0,"5,584"
43,Dikembe Mutombo,HOU,39,80,50,30,15.3,100.0,90.7,9.3,1.4,0.20,2.9,12.6,21.6,17.2,14.8,49.8,57.5,12.5,90.35,12.7,"2,295"
43,Earl Watson,MEM,26,80,44,36,22.7,101.9,97.1,4.8,35.3,2.15,31.5,2.1,7.4,4.8,14.7,47.3,50.0,20.0,90.03,10.2,"3,399"
43,Eddie Jones,MIA,33,80,58,22,35.5,109.6,100.8,8.8,11.2,2.14,17.5,1.5,12.6,7.3,8.2,51.5,55.6,16.1,92.82,9.5,"5,489"
43,Gilbert Arenas,WAS,23,80,44,36,41.0,106.7,105.7,1.0,22.4,1.70,16.8,2.4,9.0,5.6,9.9,49.8,56.5,26.5,95.55,13.8,"6,542"
43,Jason Collins,NJN,26,80,40,40,31.8,100.0,96.4,3.7,6.6,1.15,14.1,6.2,14.0,10.0,12.2,41.5,47.1,11.7,90.52,5.3,"4,779"
43,Jason Terry,DAL,27,80,56,24,30.0,111.0,101.8,9.2,27.8,2.92,30.8,1.7,6.1,3.9,10.6,57.0,60.6,17.7,94.78,12.0,"4,749"
43,Jerome James,SEA,29,80,50,30,16.6,104.0,105.6,-1.6,2.4,0.22,4.0,6.3,13.1,9.6,18.4,50.9,53.3,16.1,88.02,3.6,"2,425"
43,Josh Childress,ATL,22,80,12,68,29.6,99.8,109.2,-9.4,10.0,1.42,15.1,8.1,13.1,10.5,10.6,48.1,54.3,15.5,94.87,9.8,"4,688"
43,Kurt Thomas,NYK,32,80,31,49,35.7,104.9,107.5,-2.7,9.0,1.62,13.4,6.1,24.5,15.1,8.3,47.2,48.8,16.4,93.37,10.7,"5,564"
43,Latrell Sprewell,MIN,34,80,44,36,30.6,103.9,104.3,-0.3,11.9,1.41,13.3,2.8,7.5,5.2,9.4,45.0,48.9,21.7,91.84,7.9,"4,685"
43,LeBron James,CLE,20,80,41,39,42.3,106.2,104.1,2.1,32.4,2.20,20.7,3.3,14.7,8.9,9.4,50.4,55.4,29.2,91.02,19.0,"6,423"
43,Lorenzen Wright,MEM,29,80,45,35,28.6,102.3,100.8,1.6,6.6,0.87,9.1,8.2,20.5,14.3,10.4,46.9,50.1,17.9,89.58,9.9,"4,262"
43,Michael Doleac,MIA,28,80,58,22,14.6,101.2,98.8,2.5,6.5,1.31,10.9,6.6,16.1,11.4,8.3,44.7,46.0,15.0,92.97,6.7,"2,261"
43,Mike Bibby,SAC,27,80,48,32,38.6,108.9,106.0,3.0,27.7,2.67,24.7,2.5,8.0,5.3,9.3,49.5,54.3,23.4,95.87,12.0,"6,172"
43,Milt Palacio,TOR,27,80,33,47,19.1,105.4,105.5,0.0,29.6,2.68,33.1,1.8,7.2,4.5,12.4,44.9,50.7,16.7,93.33,8.8,"2,971"
43,Mo Williams,MIL,22,80,30,50,28.3,105.6,107.4,-1.8,33.9,2.47,32.4,2.2,8.9,5.5,13.1,46.0,50.4,19.7,93.76,9.7,"4,401"
43,Raef LaFrentz,BOS,29,80,44,36,27.5,108.3,105.7,2.6,6.9,1.40,10.7,7.4,18.1,12.9,7.6,55.5,58.7,16.5,95.70,10.7,"4,386"
43,Rafer Alston,TOR,28,80,32,48,34.0,104.7,106.1,-1.4,31.4,3.02,28.9,1.5,9.0,5.2,9.6,48.5,52.2,20.8,95.20,11.0,"5,402"
43,Rick Brunson,LAC,33,80,37,43,24.2,102.5,103.8,-1.3,33.2,3.28,40.5,1.3,8.6,5.0,12.3,43.0,46.0,14.1,91.79,9.6,"3,705"
43,Shane Battier,MEM,26,80,44,36,31.5,105.5,98.6,6.9,8.1,1.68,13.7,6.6,10.5,8.6,8.2,49.9,55.5,14.5,90.41,9.4,"4,744"
43,Tony Parker,SAS,23,80,58,22,34.2,105.9,96.6,9.3,32.3,2.28,24.9,1.8,9.5,5.6,10.9,50.1,52.8,24.7,90.73,13.8,"5,186"
43,Trevor Ariza,NYK,20,80,33,47,17.3,101.1,102.1,-1.0,10.1,1.16,13.6,6.7,11.4,9.1,11.6,44.6,50.3,17.5,93.37,8.4,"2,686"
43,Tyson Chandler,CHI,22,80,46,34,27.3,99.9,96.8,3.1,4.9,0.55,8.7,11.7,22.4,17.1,15.7,49.4,56.5,13.7,95.01,12.9,"4,316"
43,Udonis Haslem,MIA,25,80,59,21,33.5,110.2,101.9,8.2,6.1,0.96,11.2,9.8,18.2,14.2,11.8,54.0,58.8,14.6,92.16,11.0,"5,137"
43,Yao Ming,HOU,24,80,50,30,30.7,103.9,101.5,2.4,4.8,0.31,4.2,9.1,19.3,14.3,13.5,55.2,61.4,26.1,91.61,14.8,"4,704"
73,Jameer Nelson,ORL,23,79,34,45,20.4,101.3,104.1,-2.8,24.4,2.03,23.0,3.2,8.5,5.8,11.4,49.0,51.0,20.9,97.93,9.4,"3,286"
73,Jerome Williams,NYK,32,79,31,48,15.3,102.3,101.4,0.9,5.5,0.63,9.6,9.7,15.1,12.3,15.3,50.2,56.3,14.0,92.65,8.4,"2,339"
73,Melvin Ely,CHA,27,79,18,61,21.0,98.6,103.1,-4.5,7.8,0.66,9.3,8.3,11.7,10.0,14.1,43.2,46.5,19.8,93.08,5.4,"3,201"
73,Michael Ruffin,WAS,28,79,44,35,15.9,103.3,105.2,-1.9,7.4,1.45,26.9,12.0,14.8,13.3,18.5,41.4,43.2,5.9,94.72,4.2,"2,473"
73,Mike Dunleavy,GSW,24,79,33,46,32.5,102.7,103.8,-1.1,12.7,1.54,15.4,3.5,13.1,8.2,10.0,51.0,53.9,18.9,95.73,10.0,"5,126"
73,Quentin Richardson,PHX,25,79,59,20,36.0,114.0,105.2,8.8,7.7,1.55,11.4,3.2,12.2,8.0,7.4,49.8,52.2,18.6,97.98,8.2,"5,811"
73,Rasheed Wallace,DET,30,79,53,26,34.1,105.1,97.5,7.6,9.4,1.12,10.0,6.7,17.7,12.3,8.9,47.5,49.9,22.0,88.68,11.6,"4,979"
73,Reggie Evans,SEA,25,79,51,28,23.8,107.7,106.8,0.9,4.6,0.56,10.7,13.7,28.0,20.6,19.2,47.6,51.2,11.8,88.29,9.8,"3,454"
73,Troy Hudson,MIN,29,79,42,37,22.1,105.9,106.1,-0.2,26.5,2.50,25.8,1.2,4.9,3.1,10.3,46.8,49.1,21.4,90.93,7.7,"3,310"
82,Adonal Foyle,GSW,30,78,31,47,21.8,102.3,102.4,-0.2,4.8,0.97,12.3,9.3,15.2,12.2,12.7,50.2,51.4,10.4,94.87,7.2,"3,352"
82,Alan Henderson,DAL,32,78,55,23,15.3,96.7,102.9,-6.1,2.9,0.43,6.5,13.3,14.9,14.1,15.1,52.7,53.9,11.1,95.29,7.5,"2,367"
82,Dirk Nowitzki,DAL,27,78,56,22,38.8,111.2,101.7,9.5,13.8,1.36,11.0,3.3,21.1,12.5,8.1,49.0,57.8,28.4,94.37,18.6,"5,962"
82,Matt Harpring,UTA,29,78,24,54,33.1,103.3,109.3,-6.0,9.7,1.07,11.2,8.1,12.5,10.2,10.5,49.4,54.9,19.8,90.70,10.3,"4,869"
82,Quinton Ross,LAC,24,78,36,42,21.0,98.7,103.2,-4.5,10.9,2.02,18.6,3.9,9.4,6.8,9.2,43.3,47.1,13.4,90.99,5.8,"3,070"
82,Ray Allen,SEA,29,78,50,28,39.3,111.5,107.4,4.1,17.6,1.69,13.6,2.6,9.3,5.9,8.0,49.8,55.5,27.0,90.28,13.7,"5,789"
82,Steve Francis,ORL,28,78,35,43,38.1,104.4,105.1,-0.7,31.5,1.73,22.2,4.4,10.7,7.6,12.9,43.8,52.1,28.0,96.42,12.8,"5,971"
82,Tracy McGrady,HOU,26,78,49,29,40.9,105.6,101.0,4.6,27.6,2.23,17.5,2.3,13.1,7.8,7.9,47.3,52.6,30.4,90.73,16.1,"6,038"
82,Zydrunas Ilgauskas,CLE,30,78,40,38,33.5,106.2,103.4,2.7,6.5,0.52,6.7,11.8,14.9,13.4,12.7,46.9,55.0,24.2,90.66,11.3,"4,936"
91,Antoine Walker,BOS,28,77,26,51,38.5,99.7,109.1,-9.4,16.3,1.05,12.9,6.1,18.8,12.2,12.3,46.2,47.8,26.8,93.37,10.9,"5,776"
91,Antonio McDyess,DET,30,77,51,26,23.4,101.4,100.7,0.7,7.3,0.76,8.3,10.2,18.1,14.1,10.9,51.3,54.2,19.8,88.96,12.1,"3,336"
91,Caron Butler,LAL,25,77,32,45,35.6,106.0,110.2,-4.2,9.1,1.17,10.4,5.3,10.9,8.1,8.9,46.4,52.8,20.4,93.56,9.5,"5,340"
91,Dwyane Wade,MIA,23,77,56,21,38.7,109.8,103.2,6.5,30.3,1.62,20.8,4.0,9.5,6.9,12.9,48.3,56.1,30.2,92.70,15.3,"5,761"
91,Fred Jones,IND,26,77,40,37,29.5,99.6,103.1,-3.5,16.6,1.72,18.7,1.6,9.9,5.7,10.9,49.2,55.1,17.7,89.99,9.8,"4,254"
91,Gary Payton,BOS,36,77,41,36,33.1,108.0,107.2,0.8,27.9,3.17,32.8,2.0,7.5,4.8,10.3,49.7,53.7,16.8,95.36,10.4,"5,071"
91,Jared Jeffries,WAS,23,77,42,35,26.1,103.9,103.1,0.8,11.5,1.32,19.4,7.2,11.3,9.2,14.6,48.6,51.3,13.4,96.07,6.8,"4,015"
91,Kirk Hinrich,CHI,24,77,42,35,36.3,99.7,99.5,0.2,31.8,2.81,26.2,1.1,9.7,5.4,9.3,46.1,49.5,22.1,93.77,12.0,"5,449"
91,Michael Sweetney,NYK,22,77,32,45,19.5,105.7,106.4,-0.7,5.0,0.41,6.3,11.8,17.7,14.7,15.4,53.1,59.2,19.7,92.51,9.7,"2,888"
91,Nazr Mohammed,SAS,27,77,35,42,25.2,100.5,104.8,-4.3,2.9,0.31,4.0,12.6,18.0,15.2,12.8,48.0,52.1,18.6,93.23,9.5,"3,760"
91,Shawn Bradley,DAL,33,77,55,22,11.4,108.9,97.2,11.7,2.4,0.45,5.7,8.3,16.1,12.3,12.5,45.2,49.4,12.3,95.96,5.2,"1,756"
91,Tony Allen,BOS,23,77,42,35,16.3,103.6,97.4,6.2,8.0,0.83,10.7,7.0,11.0,9.0,12.9,49.1,54.2,18.3,97.74,8.9,"2,544"
91,Vince Carter,NJN,28,77,40,37,36.9,102.1,101.5,0.5,23.4,1.95,14.6,3.7,11.0,7.2,7.5,49.3,54.1,30.5,92.74,15.2,"5,489"
104,Devin Harris,DAL,22,76,56,20,15.5,100.6,102.0,-1.5,22.9,2.06,25.5,2.4,6.3,4.3,12.4,48.9,53.0,18.0,97.90,8.6,"2,399"
104,Fred Hoiberg,MIN,32,76,40,36,16.7,109.8,103.7,6.1,10.2,4.25,20.0,2.8,11.4,7.4,4.7,61.3,66.4,12.4,91.51,10.9,"2,419"
104,JR Smith,NOH,19,76,18,58,24.5,97.7,109.3,-11.5,14.2,1.30,13.3,2.0,6.6,4.2,10.2,44.9,47.8,22.6,89.89,6.4,"3,491"
104,Jeff McInnis,CLE,30,76,39,37,34.9,105.6,105.4,0.3,23.7,3.34,26.3,1.2,5.0,3.0,7.9,46.2,49.5,18.3,91.95,8.2,"5,084"
104,Joel Przybilla,POR,25,76,24,52,24.4,101.5,105.5,-4.0,6.3,0.76,12.7,10.2,21.8,16.2,16.9,59.8,59.6,12.3,92.17,10.1,"3,550"
104,Josh Howard,DAL,25,76,56,20,32.2,109.6,100.8,8.9,6.9,0.89,9.7,7.1,12.5,9.9,10.9,49.7,53.5,18.2,95.00,9.9,"4,838"
104,Jumaine Jones,LAL,26,76,31,45,24.1,107.0,107.4,-0.4,5.7,1.33,10.2,5.8,15.6,10.7,7.7,53.7,55.6,13.9,92.11,8.6,"3,512"
104,Lindsey Hunter,DET,34,76,49,27,14.9,97.6,96.6,1.0,19.4,1.91,24.7,3.4,7.7,5.6,12.9,39.6,43.5,15.6,92.16,6.4,"2,159"
104,Malik Rose,NYK,30,76,50,26,19.5,100.9,100.3,0.6,7.0,0.58,8.6,9.1,14.9,12.0,14.8,45.0,51.1,19.2,92.03,7.7,"2,838"
104,Mike Miller,MEM,25,76,40,36,30.0,106.2,100.8,5.4,16.9,1.73,18.7,1.7,11.8,6.9,10.8,59.7,61.4,19.3,91.16,11.9,"4,328"
104,Richard Hamilton,DET,27,76,53,23,38.6,105.7,97.8,7.8,22.6,1.71,19.2,2.6,7.6,5.2,11.2,45.5,52.8,24.5,89.60,11.0,"5,480"
104,Steven Hunter,PHX,23,76,57,19,13.8,101.9,101.8,0.1,1.8,0.30,3.7,8.9,10.7,9.9,12.5,61.4,59.6,13.5,100.03,6.9,"2,187"
104,Tierre Brown,LAL,26,76,33,43,13.9,100.2,104.6,-4.4,24.8,2.09,25.4,2.0,6.9,4.4,12.1,39.4,43.7,19.3,91.88,6.9,"2,021"
104,Travis Best,NJN,32,76,39,37,19.2,95.6,102.4,-6.8,18.3,2.13,20.1,1.3,6.6,3.9,9.4,44.9,50.8,18.0,91.64,8.4,"2,784"
118,Allen Iverson,PHI,30,75,41,34,42.3,103.3,103.2,0.2,36.1,1.73,19.2,1.6,7.9,4.7,11.1,45.3,53.2,34.4,97.37,16.1,"6,444"
118,Antonio Daniels,SEA,30,75,50,25,27.0,110.9,106.2,4.7,26.1,3.96,27.0,1.0,7.7,4.4,6.8,47.8,55.7,18.5,91.94,13.3,"3,891"
118,Bobby Simmons,LAC,25,75,35,40,37.5,104.5,103.2,1.3,12.6,1.52,14.0,4.9,11.6,8.3,9.2,49.1,54.0,20.4,91.10,11.1,"5,337"
118,Carmelo Anthony,DEN,21,75,47,28,34.8,105.3,102.3,3.0,12.9,0.87,10.2,5.7,10.9,8.4,11.8,44.8,52.6,28.6,95.95,10.6,"5,221"
118,Chris Mihm,LAL,25,75,33,42,25.0,104.5,108.8,-4.4,4.6,0.45,6.0,10.7,15.9,13.3,13.2,50.7,55.2,18.6,92.85,8.6,"3,623"
118,James Jones,IND,24,75,39,36,17.6,99.8,98.7,1.0,7.7,1.33,12.8,3.2,10.4,6.9,9.6,50.0,53.7,13.9,90.73,7.0,"2,494"
118,Michael Redd,MIL,25,75,28,47,38.0,105.3,108.6,-3.3,11.2,1.29,9.0,2.5,8.7,5.6,7.0,47.7,53.6,26.9,93.16,11.6,"5,530"
118,Nenad Krstic,NJN,21,75,40,35,26.2,102.7,99.8,3.0,6.7,0.69,8.8,8.4,13.1,10.7,12.8,49.3,54.7,18.8,91.07,7.6,"3,714"
118,Robert Horry,SAS,34,75,53,22,18.8,105.8,95.8,10.0,9.1,1.16,14.0,6.8,13.4,10.1,12.0,48.7,53.3,16.0,91.75,9.6,"2,711"
118,Steve Nash,PHX,31,75,60,15,34.2,118.6,105.7,12.9,46.0,3.51,41.8,2.3,6.9,4.7,11.9,55.7,60.6,20.1,97.79,14.5,"5,228"
128,Ben Wallace,DET,30,74,51,23,36.1,105.1,98.0,7.1,7.5,1.50,12.4,11.1,22.7,16.9,8.2,45.4,45.9,15.0,89.23,12.6,"4,966"
128,Derek Fisher,GSW,30,74,31,43,30.0,102.0,103.4,-1.4,22.2,2.33,23.8,1.6,7.9,4.6,10.2,46.5,51.9,18.9,95.43,9.3,"4,420"
128,Howard Eisley,UTA,32,74,26,48,19.3,100.5,107.1,-6.6,29.9,2.25,31.1,1.1,5.9,3.5,13.8,43.1,47.0,17.8,89.75,6.9,"2,667"
128,Ira Newble,CLE,30,74,38,36,24.7,103.7,104.0,-0.4,7.4,1.49,15.0,4.3,8.0,6.1,10.0,45.2,48.2,12.5,92.16,5.2,"3,501"
128,Jason Hart,CHA,27,74,18,56,25.5,95.7,104.3,-8.6,33.5,3.60,32.4,0.9,10.5,5.4,9.0,47.9,53.4,17.8,94.37,13.0,"3,713"
128,Joe Smith,MIL,29,74,28,46,30.7,105.7,107.1,-1.4,4.7,0.85,7.7,7.8,16.4,12.0,9.1,51.4,56.4,15.5,92.94,9.7,"4,393"
128,Josh Smith,ATL,19,74,11,63,27.7,98.2,106.8,-8.6,10.0,0.94,13.1,7.1,15.9,11.4,14.0,45.8,50.6,17.8,94.81,10.1,"4,035"
128,Keith Bogans,CHA,25,74,15,59,24.3,99.4,105.8,-6.4,12.4,1.11,13.2,4.0,9.0,6.4,11.9,42.2,46.5,21.3,95.44,5.9,"3,552"
128,Keyon Dooling,MIA,25,74,52,22,16.0,99.8,98.3,1.5,18.7,2.03,22.3,1.0,6.5,3.9,11.0,43.0,48.6,18.0,90.78,7.1,"2,244"
128,Manu Ginobili,SAS,27,74,53,21,29.7,109.5,93.0,16.5,21.7,1.67,20.2,3.7,11.8,7.8,12.1,53.3,60.9,23.5,91.63,15.9,"4,191"
128,Mike James,HOU,30,74,38,36,25.1,106.1,101.4,4.7,25.3,2.48,22.2,1.9,9.3,5.6,8.9,50.7,53.4,22.6,92.03,11.4,"3,558"
128,Mikki Moore,LAC,29,74,36,38,15.8,100.8,102.7,-1.9,7.0,0.75,10.3,9.2,13.0,11.2,13.8,50.3,57.1,16.2,91.92,7.8,"2,225"
128,Robert Traylor,CLE,28,74,39,35,18.0,101.8,103.2,-1.4,7.5,0.84,10.5,9.7,15.2,12.4,12.6,44.4,46.1,17.1,92.24,6.5,"2,546"
128,Zaza Pachulia,MIL,21,74,27,47,18.9,104.0,104.2,-0.2,7.1,0.86,10.6,10.1,18.9,14.5,12.3,45.2,52.6,16.6,91.50,9.6,"2,660"
142,Austin Croshere,IND,30,73,40,33,25.0,99.9,105.1,-5.2,9.9,0.94,12.1,6.0,16.2,11.0,12.9,42.4,53.1,18.0,91.28,9.7,"3,479"
142,Eddie Gill,IND,26,73,38,35,13.9,94.1,99.3,-5.3,16.1,1.38,19.6,1.7,10.1,6.0,14.2,40.9,48.4,15.7,91.21,6.8,"1,916"
142,Emeka Okafor,CHA,22,73,16,57,35.6,99.6,106.3,-6.7,4.2,0.51,4.8,10.1,21.5,15.4,9.3,44.7,47.9,21.5,93.88,11.1,"5,082"
142,Kenny Thomas,SAC,27,73,36,37,29.7,104.2,105.7,-1.6,11.8,1.16,13.0,8.3,16.8,12.5,11.2,47.1,51.5,20.5,95.57,10.3,"4,313"
142,Lucious Harris,CLE,34,73,38,35,15.4,98.2,100.7,-2.5,7.3,1.69,12.2,3.3,7.4,5.3,7.2,43.0,47.5,14.0,92.48,6.3,"2,167"
142,Shaquille O'Neal,MIA,33,73,53,20,34.2,111.8,101.7,10.0,14.9,0.99,10.9,11.2,19.7,15.8,11.1,60.1,58.3,30.1,92.65,16.1,"4,815"
148,Antonio Davis,CHI,36,72,41,31,25.6,98.3,97.3,1.0,7.1,0.83,12.0,8.1,14.8,11.4,14.4,46.1,51.6,14.3,93.08,8.9,"3,558"
