,PLAYER,TEAM,AGE,GP,W,L,MIN,"
            OFFRTG
          ","
            DEFRTG
          ","
            NETRTG
          ",AST%,AST/TO,"
            AST Ratio
          ",OREB%,DREB%,REB%,"
            TO Ratio
          ",eFG%,TS%,USG%,PACE,PIE,POSS
1,Eric Snow,CLE,33,82,50,32,28.7,103.9,101.4,2.5,22.4,2.98,38.2,1.7,7.1,4.4,12.8,41.0,44.4,11.0,90.47,5.6,"4,417"
1,Erick Dampier,DAL,30,82,60,22,23.6,108.2,101.0,7.2,4.1,0.44,8.3,15.2,20.3,17.7,18.8,49.3,53.1,13.2,89.37,8.2,"3,592"
1,Jamaal Magloire,MIL,28,82,40,42,30.1,103.2,105.1,-1.8,3.6,0.34,5.7,9.6,24.4,17.0,16.8,46.7,49.4,17.4,91.42,7.8,"4,687"
1,Joe Johnson,ATL,25,82,26,56,40.7,104.0,110.1,-6.1,29.0,2.01,23.1,3.0,7.8,5.3,11.5,49.9,53.7,24.1,91.61,12.5,"6,380"
1,John Salmons,PHI,26,82,38,44,25.1,102.1,106.2,-4.1,17.2,1.78,23.3,2.4,8.7,5.5,13.0,44.5,50.8,15.9,95.31,6.9,"4,078"
1,Kenny Thomas,SAC,28,82,44,38,28.0,102.2,103.0,-0.8,12.2,1.24,16.9,8.9,18.8,13.9,13.6,50.5,53.9,16.3,93.90,11.1,"4,486"
1,Kyle Korver,PHI,25,82,38,44,31.3,104.4,105.9,-1.5,10.1,1.66,15.4,1.1,9.9,5.4,9.2,55.1,57.7,15.5,95.52,7.7,"5,112"
1,Mehmet Okur,UTA,27,82,41,41,35.9,104.2,106.0,-1.8,12.6,1.19,11.6,7.7,19.8,13.7,9.8,49.6,55.4,23.1,89.40,14.4,"5,477"
1,Mike Bibby,SAC,28,82,44,38,38.6,106.5,103.9,2.6,24.4,2.23,20.2,1.0,6.7,3.9,9.0,50.1,55.4,24.9,94.58,11.7,"6,229"
1,Morris Peterson,TOR,28,82,27,55,38.3,107.7,111.6,-3.8,10.0,1.51,12.4,2.1,11.5,6.6,8.2,51.7,56.1,19.6,92.80,9.3,"6,079"
1,Raef LaFrentz,BOS,30,82,33,49,24.8,105.4,105.9,-0.5,8.7,1.77,15.0,4.2,16.8,10.6,8.5,53.3,54.6,14.4,94.45,7.4,"4,000"
1,Sasha Vujacic,LAL,22,82,45,37,17.7,102.1,100.8,1.3,15.2,2.78,26.5,2.3,9.1,5.6,9.5,44.1,47.9,11.9,92.07,5.9,"2,784"
1,Smush Parker,LAL,25,82,45,37,33.8,108.0,104.0,3.9,16.5,2.05,23.1,1.4,8.7,5.0,11.2,52.4,54.8,16.2,93.96,8.7,"5,429"
1,Tayshaun Prince,DET,26,82,64,18,35.3,111.4,98.9,12.5,10.6,2.04,13.5,3.7,8.8,6.2,6.6,48.7,52.4,19.6,87.76,9.9,"5,292"
1,Tony Battie,ORL,30,82,36,46,27.0,105.3,108.2,-2.9,3.5,0.56,6.5,7.5,14.9,11.3,11.7,50.7,53.1,15.0,88.40,7.4,"4,075"
30,Boris Diaw,PHX,24,81,53,28,35.5,110.9,102.3,8.7,24.5,2.66,30.5,5.8,13.4,9.7,11.5,53.1,56.4,17.7,97.64,11.6,"5,838"
30,Brian Cook,LAL,25,81,45,36,19.0,107.5,103.5,4.0,7.9,1.21,10.7,5.8,13.0,9.3,8.8,54.6,57.8,18.1,93.25,9.3,"2,985"
30,Charlie Villanueva,TOR,21,81,26,55,29.1,109.6,110.3,-0.7,6.3,0.89,7.3,8.0,15.9,11.8,8.3,50.0,52.1,21.3,93.31,9.5,"4,587"
30,Chauncey Billups,DET,29,81,64,17,36.1,111.3,100.5,10.8,39.2,4.11,33.5,1.5,7.7,4.6,8.1,50.9,60.2,22.5,87.79,16.2,"5,354"
30,DeSagana Diop,DAL,24,81,60,21,18.6,109.5,99.5,10.0,2.2,0.64,9.3,10.7,16.1,13.5,14.6,49.0,51.2,6.9,89.84,5.1,"2,806"
30,Devin Brown,UTA,27,81,40,41,21.1,100.1,103.5,-3.4,10.8,1.05,12.6,4.3,8.5,6.3,12.0,43.0,49.3,18.9,90.67,6.6,"3,225"
30,Dirk Nowitzki,DAL,28,81,60,21,38.1,111.9,103.3,8.6,14.2,1.45,10.3,4.1,20.9,12.7,7.1,51.5,58.9,29.3,89.64,20.5,"5,774"
30,Donyell Marshall,CLE,33,81,50,31,25.6,107.0,105.0,2.0,4.8,0.67,6.8,5.2,19.6,12.4,10.3,49.0,51.7,17.7,93.72,9.8,"4,079"
30,Eddie House,PHX,28,81,53,28,17.5,104.4,102.4,2.0,17.0,1.95,14.8,1.1,7.8,4.5,7.6,50.3,51.2,26.5,98.29,9.7,"2,921"
30,Gary Payton,MIA,37,81,52,29,28.5,104.3,101.7,2.6,17.6,2.52,26.6,1.5,8.7,5.2,10.6,48.1,52.0,13.9,93.28,8.2,"4,483"
30,Kirk Hinrich,CHI,25,81,40,41,36.5,103.4,103.4,0.0,28.9,2.73,26.9,1.0,8.7,4.9,9.8,47.7,52.8,21.2,93.81,11.5,"5,763"
30,Mark Blount,MIN,30,81,28,53,27.6,102.4,106.2,-3.8,7.6,0.51,8.8,4.9,12.4,8.9,17.3,50.8,54.9,21.1,92.76,7.7,"4,331"
30,Mike Dunleavy,GSW,25,81,33,48,31.8,103.7,104.3,-0.7,14.7,1.98,18.5,2.9,12.5,7.6,9.4,45.1,50.3,17.8,96.32,8.9,"5,168"
30,Shane Battier,MEM,27,81,49,32,35.1,104.8,97.9,7.0,8.1,1.51,14.5,6.3,9.7,8.1,9.6,54.0,57.4,13.5,87.88,9.3,"5,196"
30,Shawn Marion,PHX,28,81,53,28,40.3,109.9,103.7,6.2,6.8,1.14,8.1,7.8,21.0,14.6,7.1,56.0,59.1,21.8,97.73,15.9,"6,644"
30,Stephen Jackson,IND,28,81,41,40,35.9,101.9,101.8,0.1,14.1,1.11,13.0,1.7,9.2,5.5,11.7,46.2,51.2,23.7,91.38,9.4,"5,554"
30,Udonis Haslem,MIA,26,81,52,29,30.7,108.3,102.3,5.9,5.7,1.19,11.2,7.5,19.0,13.5,9.4,50.8,55.8,13.8,93.38,10.4,"4,837"
47,Antonio Daniels,WAS,31,80,42,38,28.5,108.3,105.6,2.7,19.6,3.19,26.6,0.9,7.2,4.0,8.3,43.9,55.0,15.3,93.80,10.0,"4,462"
47,Ben Gordon,CHI,23,80,40,40,31.0,104.0,102.6,1.4,17.0,1.33,14.2,1.7,6.9,4.3,10.7,49.4,53.1,25.8,94.39,9.6,"4,886"
47,Carmelo Anthony,DEN,22,80,44,36,36.8,104.7,104.1,0.6,14.1,0.99,9.4,4.4,9.2,6.9,9.5,49.3,56.3,31.3,95.93,13.9,"5,863"
47,Clifford Robinson,NJN,39,80,49,31,23.3,99.5,98.9,0.6,8.5,1.44,12.7,3.0,11.7,7.4,8.8,48.5,50.2,15.0,93.77,6.4,"3,638"
47,Deron Williams,UTA,22,80,39,41,28.8,103.9,105.6,-1.7,27.4,2.48,26.2,1.6,7.3,4.4,10.6,47.8,50.0,19.8,90.51,8.6,"4,335"
47,Gilbert Arenas,WAS,24,80,40,40,42.3,109.2,106.3,2.9,26.1,1.63,17.4,1.7,6.9,4.2,10.7,50.7,58.1,29.7,94.70,14.7,"6,683"
47,Jacque Vaughn,NJN,31,80,48,32,15.4,91.4,98.1,-6.8,18.2,2.37,27.1,1.4,6.3,3.8,11.5,43.9,48.8,12.4,93.84,5.1,"2,401"
47,Jason Kidd,NJN,33,80,49,31,37.2,105.3,101.0,4.3,36.9,3.50,36.0,3.0,17.4,10.1,10.3,48.1,52.6,18.4,92.41,15.8,"5,740"
47,Jason Terry,DAL,28,80,58,22,35.0,112.1,103.2,9.0,18.9,2.27,18.7,1.2,4.8,3.0,8.2,54.7,57.5,21.9,89.32,11.3,"5,212"
47,Joey Graham,TOR,24,80,26,54,19.8,104.4,109.2,-4.8,6.1,0.65,9.6,3.8,12.5,8.1,14.7,51.3,56.4,16.4,93.35,5.6,"3,061"
47,Josh Smith,ATL,20,80,26,54,32.0,102.1,107.8,-5.7,12.4,1.18,15.2,7.0,14.6,10.8,12.9,44.7,50.0,18.7,92.33,9.7,"4,904"
47,Juwan Howard,HOU,33,80,34,46,31.7,97.5,102.8,-5.4,8.4,0.84,9.4,6.8,14.8,10.8,11.2,45.9,49.9,19.8,89.91,9.1,"4,755"
47,Kobe Bryant,LAL,27,80,45,35,41.0,109.7,105.0,4.7,22.8,1.44,11.5,2.2,11.2,6.7,8.0,49.1,55.9,37.8,93.20,18.1,"6,371"
47,Lamar Odom,LAL,26,80,45,35,40.3,107.0,103.2,3.8,22.0,2.08,25.8,5.8,17.6,11.7,12.4,52.4,55.8,17.9,92.93,13.0,"6,238"
47,Luther Head,HOU,23,80,32,48,28.9,98.3,99.6,-1.3,16.7,1.81,21.1,1.5,10.2,5.9,11.7,49.3,51.7,16.3,89.88,8.7,"4,334"
47,Maurice Evans,DET,27,80,64,16,14.2,102.0,100.5,1.5,8.8,1.54,12.8,6.6,8.1,7.3,8.3,51.5,54.5,16.0,91.03,8.2,"2,152"
47,Michael Redd,MIL,26,80,39,41,39.1,106.3,105.3,1.0,13.3,1.35,10.6,2.6,9.0,5.8,7.9,50.4,57.4,27.7,93.31,13.8,"6,095"
47,Nazr Mohammed,SAS,28,80,62,18,17.4,104.1,99.1,5.0,4.7,0.44,7.0,12.7,19.3,16.1,16.0,50.4,56.0,17.5,91.10,9.0,"2,638"
47,Nenad Krstic,NJN,22,80,48,32,30.9,105.8,99.3,6.5,6.3,0.66,7.2,7.8,14.2,11.0,10.9,50.8,54.1,21.4,91.35,8.9,"4,682"
47,Orien Greene,BOS,24,80,31,49,15.4,93.7,96.5,-2.8,17.8,1.18,24.7,3.1,9.1,6.1,20.8,41.3,44.9,14.2,95.47,3.9,"2,438"
47,Pau Gasol,MEM,25,80,47,33,39.2,105.3,100.2,5.1,23.4,1.58,17.8,6.7,17.6,12.2,11.3,50.4,55.5,26.1,87.90,16.6,"5,746"
47,Rasheed Wallace,DET,31,80,63,17,34.7,111.4,99.0,12.4,10.9,2.14,12.9,3.4,17.3,10.3,6.0,50.3,52.7,21.2,87.49,11.9,"5,060"
47,Rasho Nesterovic,SAS,30,80,61,19,18.9,102.1,93.5,8.7,3.3,0.62,7.6,8.4,12.8,10.7,12.2,51.5,52.1,12.5,90.45,6.2,"2,855"
47,Raymond Felton,CHA,22,80,26,54,30.1,102.3,104.9,-2.6,29.8,2.45,27.8,3.1,8.6,5.7,11.3,44.6,48.3,21.0,95.52,9.7,"4,790"
47,Richard Hamilton,DET,28,80,64,16,35.3,109.9,100.2,9.6,18.3,1.59,14.5,3.2,6.4,4.8,9.1,51.2,55.3,27.2,88.30,11.5,"5,205"
47,Tim Duncan,SAS,30,80,61,19,34.8,106.6,97.1,9.5,16.2,1.28,13.5,9.1,23.9,16.7,10.6,48.5,52.3,27.4,89.21,17.2,"5,188"
47,Tony Parker,SAS,24,80,61,19,33.9,107.7,97.5,10.1,31.1,1.85,23.0,1.6,8.2,5.1,12.5,55.3,58.4,26.6,90.45,15.4,"5,112"
74,Brad Miller,SAC,30,79,42,37,37.0,107.4,103.5,3.9,20.5,2.08,23.7,4.4,17.2,11.0,11.4,51.4,57.6,18.6,94.02,12.6,"5,727"
74,Brendan Haywood,WAS,26,79,41,38,23.8,106.1,103.3,2.7,3.8,0.47,6.8,10.4,14.7,12.5,14.3,51.4,54.2,14.8,93.32,7.4,"3,651"
74,Cuttino Mobley,LAC,30,79,45,34,37.7,103.5,101.3,2.2,12.9,1.64,15.8,1.8,9.5,5.9,9.6,46.7,51.9,19.4,93.60,8.9,"5,805"
74,Drew Gooden,CLE,24,79,49,30,27.5,104.3,103.6,0.8,4.4,0.53,6.0,11.3,21.0,16.0,11.4,51.3,55.2,18.5,90.42,11.9,"4,084"
74,Elton Brand,LAC,27,79,44,35,39.2,104.9,102.0,2.9,12.7,1.20,10.1,8.2,17.3,13.0,8.4,52.7,58.0,27.2,93.90,17.6,"6,065"
74,Jamal Crawford,NYK,26,79,21,58,32.3,102.5,108.6,-6.1,21.2,1.72,20.1,1.5,9.2,5.3,11.7,47.4,54.4,20.9,93.01,11.5,"4,950"
74,Jarrett Jack,POR,22,79,20,59,20.2,94.7,107.5,-12.8,24.9,2.15,26.9,1.2,9.3,5.2,12.5,46.5,52.8,17.3,91.25,9.5,"3,047"
74,Jarron Collins,UTA,27,79,39,40,21.9,100.1,100.0,0.1,9.6,1.59,18.0,8.1,12.8,10.4,11.3,46.1,55.1,11.8,88.73,6.8,"3,185"
74,LeBron James,CLE,21,79,47,32,42.5,108.2,104.4,3.8,31.5,2.00,17.7,2.3,15.0,8.6,8.9,51.5,56.8,32.9,91.25,19.2,"6,404"
74,Luke Ridnour,SEA,25,79,34,45,33.2,109.5,113.9,-4.4,31.2,3.40,34.2,1.8,7.8,4.7,10.1,44.5,50.6,17.7,94.34,10.2,"5,165"
74,Marvin Williams,ATL,20,79,25,54,24.7,104.0,106.8,-2.8,5.2,0.76,8.0,6.4,14.2,10.2,10.5,45.5,52.3,16.1,95.34,7.5,"3,887"
74,Mike James,TOR,31,79,25,54,37.0,108.6,110.9,-2.3,27.6,2.23,22.7,1.6,8.4,4.9,10.1,53.8,58.3,24.5,92.72,12.5,"5,646"
74,Paul Pierce,BOS,28,79,32,47,39.0,106.8,107.5,-0.7,22.4,1.37,15.3,2.8,15.3,9.2,11.1,50.9,58.2,30.7,94.19,16.0,"6,045"
74,Primoz Brezec,CHA,26,79,25,54,27.4,99.8,107.9,-8.1,3.7,0.53,4.4,8.0,13.6,10.5,8.4,51.7,55.2,19.9,93.89,9.2,"4,241"
74,Raja Bell,PHX,29,79,54,25,37.5,109.7,103.7,6.0,9.8,2.33,16.0,1.6,6.9,4.3,6.9,56.3,58.4,16.3,97.15,7.5,"5,993"
74,Rashad McCants,MIN,21,79,31,48,17.2,97.7,101.9,-4.2,8.8,0.73,8.6,2.3,8.2,5.3,11.8,51.3,53.9,22.8,91.70,7.5,"2,602"
74,Rasual Butler,NOK,27,79,36,43,23.7,102.4,104.1,-1.7,3.7,0.62,5.1,2.8,10.6,6.6,8.2,47.9,50.1,18.4,90.78,6.7,"3,542"
74,Steve Nash,PHX,32,79,54,25,35.4,112.3,104.1,8.2,43.5,2.99,36.5,1.8,9.9,6.0,12.2,58.3,63.2,22.7,97.45,16.6,"5,679"
74,Tyson Chandler,CHI,23,79,39,40,26.8,104.1,101.1,3.0,5.6,0.66,14.1,12.6,20.9,16.8,21.5,56.5,56.7,10.4,93.30,8.3,"4,107"
74,Vince Carter,NJN,29,79,49,30,36.8,104.6,98.7,5.8,23.5,1.59,14.5,4.8,11.6,8.2,9.1,47.1,53.6,31.6,92.14,14.8,"5,580"
94,Chris Kaman,LAC,24,78,45,33,32.8,104.9,101.1,3.9,5.0,0.45,7.4,8.0,21.5,15.2,16.4,52.3,57.0,18.0,92.21,11.1,"4,907"
94,Chris Paul,NOK,21,78,35,43,36.0,101.4,104.5,-3.2,37.8,3.34,31.4,2.2,13.1,7.4,9.4,45.6,54.6,21.6,92.22,16.1,"5,391"
94,Danny Granger,IND,23,78,39,39,22.6,97.6,98.9,-1.3,9.2,1.13,12.6,7.7,14.1,11.0,11.2,49.4,54.0,16.0,93.00,9.9,"3,414"
94,Hedo Turkoglu,ORL,27,78,35,43,33.5,105.7,106.8,-1.0,14.2,1.66,16.1,3.0,10.6,6.9,9.7,51.9,57.8,20.2,89.66,11.1,"4,883"
94,Lorenzen Wright,MEM,30,78,47,31,21.7,102.0,97.0,4.9,4.9,0.72,8.4,9.1,16.3,12.7,11.7,47.8,49.6,14.9,86.45,7.7,"3,037"
94,Luol Deng,CHI,21,78,39,39,33.4,103.6,101.3,2.3,9.5,1.40,11.0,4.8,14.5,9.7,7.9,47.4,51.7,20.2,94.44,12.5,"5,117"
94,Matt Bonner,TOR,26,78,26,52,21.9,106.4,109.6,-3.3,5.3,1.75,9.6,5.2,13.1,9.0,5.5,55.7,58.2,14.2,93.19,7.6,"3,319"
94,Matt Carroll,CHA,25,78,24,54,16.4,99.9,101.6,-1.7,4.8,0.73,5.6,2.5,10.5,6.2,7.7,47.9,54.0,19.8,97.57,8.6,"2,597"
94,Rashard Lewis,SEA,26,78,33,45,36.9,110.2,113.9,-3.7,10.6,1.29,10.9,3.9,10.6,7.2,8.5,52.9,58.5,22.8,93.65,11.5,"5,613"
94,Ray Allen,SEA,30,78,35,43,38.7,111.9,112.5,-0.6,16.6,1.52,13.5,2.5,9.4,5.9,8.9,54.4,59.0,26.9,92.87,13.7,"5,840"
94,Richard Jefferson,NJN,26,78,49,29,39.2,104.0,100.2,3.8,17.5,1.71,17.1,3.2,14.9,9.0,10.0,52.2,60.3,21.7,91.89,14.5,"5,865"
94,Ricky Davis,MIN,26,78,29,49,41.1,103.9,104.8,-0.8,21.1,1.85,19.1,2.2,9.0,5.7,10.3,47.6,52.1,23.6,93.38,11.2,"6,232"
94,Sam Cassell,LAC,36,78,45,33,34.0,106.0,102.1,3.9,31.0,2.81,25.6,1.6,9.1,5.5,9.1,47.5,53.4,24.4,94.08,12.6,"5,212"
94,Zaza Pachulia,ATL,22,78,26,52,31.4,105.3,110.1,-4.7,8.4,0.72,11.0,11.3,16.0,13.6,15.3,45.1,53.0,19.3,90.98,8.7,"4,644"
94,Zydrunas Ilgauskas,CLE,31,78,48,30,29.3,105.3,101.2,4.0,7.3,0.59,7.0,11.5,15.8,13.7,12.0,50.6,57.6,24.3,90.28,13.3,"4,301"
109,Adonal Foyle,GSW,31,77,32,45,23.7,100.3,100.1,0.2,2.8,0.41,7.5,7.6,14.8,11.2,18.2,50.7,52.4,10.0,94.53,6.4,"3,575"
109,Carlos Arroyo,ORL,26,77,54,23,15.5,103.3,101.2,2.1,32.0,2.80,30.7,2.9,8.2,5.6,11.0,45.4,51.2,19.9,90.86,11.3,"2,252"
109,Chris Wilcox,SEA,23,77,45,32,19.9,106.3,104.7,1.5,5.4,0.72,8.1,8.3,19.3,13.9,11.2,57.1,60.5,17.2,94.91,11.3,"3,011"
109,Jared Jeffries,WAS,24,77,39,38,25.3,105.3,103.0,2.3,11.4,1.49,20.1,8.3,11.4,9.8,13.4,47.0,50.0,13.3,94.36,6.4,"3,826"
109,Michael Finley,SAS,33,77,59,18,26.5,102.0,96.5,5.5,9.6,1.87,12.7,1.7,10.8,6.4,6.8,49.1,52.3,18.2,91.49,9.8,"3,894"
109,Trenton Hassell,MIN,27,77,31,46,32.7,102.1,104.0,-1.9,12.9,1.64,19.9,3.6,5.5,4.6,12.2,47.0,51.2,15.3,89.81,5.8,"4,703"
109,Vladimir Radmanovic,LAC,25,77,35,42,25.6,105.2,108.8,-3.6,11.2,1.46,14.8,3.3,15.5,9.4,10.1,51.5,54.5,17.5,95.36,9.0,"3,934"
116,Al Harrington,ATL,26,76,24,52,36.6,104.6,111.1,-6.5,15.5,1.22,13.1,5.0,15.7,10.2,10.8,47.9,51.3,25.7,91.01,10.5,"5,278"
116,Flip Murray,CLE,26,76,35,41,27.8,104.1,106.4,-2.3,16.0,1.46,16.3,1.6,5.9,3.8,11.1,44.2,48.7,21.6,92.52,7.2,"4,084"
116,Juan Dixon,POR,27,76,19,57,25.3,99.6,108.8,-9.1,14.4,1.32,12.8,1.6,8.2,4.8,9.7,47.4,51.6,24.2,90.80,9.0,"3,631"
116,Jumaine Jones,CHA,27,76,23,53,27.5,100.2,106.3,-6.0,5.0,0.85,6.8,4.7,14.3,9.1,8.0,48.3,50.6,17.9,95.62,7.7,"4,161"
116,Kevin Garnett,MIN,30,76,31,45,38.9,103.8,102.7,1.1,19.4,1.71,16.3,8.1,26.0,17.5,9.6,52.9,58.9,25.2,90.03,21.4,"5,537"
116,Michael Ruffin,WAS,29,76,39,37,13.3,102.6,104.9,-2.2,4.2,0.71,15.3,12.1,16.3,14.1,21.6,44.2,47.9,6.4,95.59,3.2,"2,006"
122,Anthony Johnson,IND,31,75,35,40,26.4,103.4,100.4,3.1,27.9,2.82,29.3,1.7,6.8,4.4,10.4,48.5,52.0,18.1,91.24,10.4,"3,774"
122,Bobby Simmons,MIL,26,75,36,39,33.8,104.7,103.7,1.0,11.2,1.40,14.4,3.8,10.1,6.9,10.3,51.8,55.9,18.1,93.04,8.7,"4,918"
122,Caron Butler,WAS,26,75,40,35,36.1,107.8,106.0,1.8,12.0,1.06,11.7,4.2,13.9,8.9,11.0,47.4,53.5,22.8,94.41,11.7,"5,336"
122,Chris Webber,PHI,33,75,33,42,38.6,105.3,107.8,-2.5,15.7,1.41,12.7,6.7,20.3,13.5,9.1,44.1,48.2,27.1,94.66,12.5,"5,710"
122,Dwyane Wade,MIA,24,75,48,27,38.6,110.5,102.1,8.4,31.2,1.88,19.8,4.0,11.2,7.8,10.5,49.9,57.7,31.8,93.57,18.6,"5,643"
122,Eddie Jones,MEM,34,75,45,30,32.5,107.0,99.6,7.5,12.4,1.90,16.4,1.6,10.6,6.2,8.6,49.7,54.2,17.8,87.77,9.7,"4,447"
122,James Jones,PHX,25,75,50,25,23.6,110.8,105.2,5.7,4.4,1.63,7.9,2.6,11.4,7.2,4.9,51.3,55.1,16.6,98.32,7.7,"3,617"
122,Jason Richardson,GSW,25,75,32,43,38.4,105.7,104.6,1.1,14.9,1.39,11.5,3.5,11.6,7.5,8.3,50.9,53.8,27.5,95.35,12.4,"5,704"
122,Marko Jaric,MIN,27,75,31,44,28.0,101.6,101.0,0.6,22.3,2.31,27.9,3.1,8.5,5.8,12.1,43.5,46.8,16.9,89.52,8.2,"3,927"
122,P.J. Brown,NOK,36,75,33,42,31.7,101.6,104.8,-3.2,6.2,1.00,10.8,7.9,16.7,12.1,10.8,46.1,51.5,14.5,90.57,8.8,"4,482"
122,Sarunas Jasikevicius,IND,30,75,37,38,20.8,98.8,97.8,1.0,25.7,1.96,27.5,1.2,8.4,4.9,14.1,49.7,56.1,17.1,94.46,10.4,"3,075"
133,Brent Barry,SAS,34,74,56,18,17.0,102.4,94.5,7.9,15.7,2.37,22.7,2.4,10.2,6.4,9.6,56.8,58.1,15.2,92.77,10.7,"2,435"
133,Chris Duhon,CHI,23,74,36,38,29.1,101.2,102.4,-1.2,26.9,3.19,34.1,1.3,9.1,5.2,10.7,49.3,53.8,14.9,94.72,10.3,"4,251"
133,Dan Gadzuric,MIL,28,74,38,36,12.0,102.8,104.1,-1.3,4.8,0.69,5.9,10.1,17.8,13.7,8.6,55.3,55.0,19.2,94.16,8.9,"1,729"
133,David West,NOK,25,74,35,39,34.1,102.7,105.7,-3.0,7.0,0.88,6.9,6.8,16.6,11.5,7.9,51.3,55.4,22.6,91.44,13.2,"4,801"
133,Josh Childress,ATL,23,74,24,50,30.4,105.8,110.8,-4.9,9.5,1.30,15.8,6.3,11.9,9.1,12.2,58.3,62.6,13.7,92.53,10.6,"4,347"
133,Mike Miller,MEM,26,74,42,32,30.6,103.1,101.2,1.9,17.1,1.43,17.0,2.0,16.8,9.4,11.9,55.7,59.5,20.6,88.61,14.1,"4,188"
133,Troy Murphy,GSW,26,74,30,44,34.0,104.0,106.4,-2.4,6.6,0.94,8.5,7.5,22.5,14.7,9.1,46.8,52.9,19.1,94.71,12.0,"4,965"
133,Zach Randolph,POR,24,74,21,53,34.4,100.5,110.4,-9.9,11.1,0.87,8.5,7.9,17.5,12.5,9.8,44.3,48.3,28.4,87.65,11.4,"4,656"
141,Greg Buckner,DEN,29,73,41,32,24.1,102.7,102.0,0.7,11.0,2.44,20.6,1.8,10.5,6.1,8.4,53.7,55.6,12.2,96.62,7.6,"3,533"
141,Royal Ivey,ATL,24,73,24,49,13.4,99.0,105.6,-6.6,11.9,3.22,19.6,3.2,7.8,5.3,6.1,44.7,46.7,13.7,93.07,3.7,"1,891"
143,Allen Iverson,PHI,31,72,35,37,43.1,106.7,106.5,0.1,33.1,2.15,17.9,1.5,6.2,3.9,8.3,46.7,54.3,35.0,95.38,16.3,"6,159"
143,Eddy Curry,NYK,23,72,20,52,25.9,100.7,111.6,-11.0,2.0,0.11,1.9,8.5,16.5,12.5,17.7,56.3,60.4,24.2,91.30,9.9,"3,549"
143,Francisco Elson,DEN,30,72,39,33,21.9,103.9,101.3,2.6,4.4,0.72,11.0,6.9,15.6,11.4,15.2,53.3,55.6,11.1,94.22,6.3,"3,090"
143,Jalen Rose,NYK,33,72,21,51,27.5,104.6,111.9,-7.3,15.8,1.57,16.3,1.5,10.3,5.7,10.4,46.6,53.8,21.3,93.11,8.8,"3,855"
143,Justin Reed,MIN,24,72,26,46,13.8,93.2,100.4,-7.2,7.2,0.79,9.2,5.6,7.3,6.4,11.7,40.3,46.7,18.3,95.11,2.6,"1,959"
143,Keith Bogans,HOU,26,72,25,47,26.6,96.8,102.4,-5.7,11.7,1.42,15.2,2.9,10.9,6.9,10.7,45.5,49.7,16.9,93.49,7.3,"3,728"
