,PLAYER,TEAM,AGE,GP,W,L,MIN,"
            OFFRTG
          ","
            DEFRTG
          ","
            NETRTG
          ",AST%,AST/TO,"
            AST Ratio
          ",OREB%,DREB%,REB%,"
            TO Ratio
          ",eFG%,TS%,USG%,PACE,PIE,POSS
2,Luis Scola,IND,34,82,56,26,17.1,98.5,98.3,0.2,10.6,0.75,10.0,6.3,21.5,14.1,13.3,47.1,50.5,23.4,94.57,11.5,"2,756"
2,Marcus Morris Sr.,PHX,24,82,48,34,21.9,107.9,104.5,3.4,7.7,0.93,9.7,4.8,13.1,9.0,10.5,51.8,55.2,19.7,98.05,9.6,"3,675"
2,Mike Dunleavy,CHI,33,82,48,34,31.5,101.7,98.6,3.0,11.9,1.72,16.4,1.8,11.6,6.8,9.5,51.0,54.9,16.6,91.85,9.6,"4,957"
2,Mike Miller,MEM,34,82,50,32,20.8,103.7,106.3,-2.6,11.6,1.69,19.4,1.8,11.1,6.3,11.5,60.2,61.9,14.0,93.34,9.2,"3,335"
2,Monta Ellis,DAL,28,82,49,33,36.9,108.9,108.2,0.6,24.5,1.78,21.3,1.3,8.8,5.1,12.0,47.8,53.2,25.7,95.51,10.6,"6,019"
2,Nicolas Batum,POR,25,82,54,28,36.0,111.1,105.7,5.4,20.8,2.02,27.3,3.8,16.1,10.0,13.5,55.4,58.9,16.2,96.75,11.8,"5,962"
2,Norris Cole,MIA,25,82,54,28,24.6,106.3,103.4,2.9,18.7,1.95,27.4,1.0,7.7,4.5,14.0,47.4,49.7,15.3,92.39,6.2,"3,872"
2,Richard Jefferson,UTA,34,82,25,57,27.0,101.0,110.9,-9.9,9.8,1.38,13.7,0.8,9.7,5.2,9.9,54.4,57.3,17.0,92.68,7.3,"4,276"
2,Ricky Rubio,MIN,23,82,40,42,32.2,111.0,104.4,6.6,36.2,3.19,40.8,2.2,11.0,6.5,12.8,41.3,49.1,16.1,100.34,10.5,"5,522"
2,Robin Lopez,POR,26,82,54,28,31.8,110.6,104.6,6.0,4.1,0.87,8.0,12.2,13.8,13.0,9.2,55.1,60.5,13.9,96.08,10.2,"5,212"
2,Taj Gibson,CHI,29,82,48,34,28.7,101.7,98.1,3.6,7.5,0.61,7.2,8.8,14.7,11.8,11.9,47.9,52.4,22.7,91.32,11.7,"4,462"
2,Timofey Mozgov,DEN,27,82,36,46,21.6,105.5,104.5,1.0,5.5,0.51,7.3,9.4,18.7,14.1,14.4,52.7,58.4,18.6,99.78,11.0,"3,673"
2,Tristan Thompson,CLE,23,82,33,49,31.6,103.7,108.7,-5.0,4.4,0.67,6.6,9.9,19.3,14.4,9.9,47.7,52.8,17.3,93.78,9.8,"5,080"
2,Wesley Matthews,POR,27,82,54,28,33.9,111.1,105.7,5.4,10.9,1.79,13.6,1.8,8.2,5.0,7.6,54.1,58.8,19.3,96.45,9.4,"5,589"
30,Andre Drummond,DET,20,81,29,52,32.3,105.2,109.4,-4.2,2.1,0.32,3.3,15.7,25.3,20.2,10.3,62.3,59.9,16.6,95.57,13.5,"5,208"
30,Corey Brewer,MIN,28,81,40,41,32.2,110.4,104.5,5.9,7.5,1.29,11.8,2.3,5.6,3.9,9.2,51.7,55.0,15.9,100.86,6.6,"5,487"
30,Dante Cunningham,MIN,27,81,39,42,20.2,103.7,104.8,-1.1,8.0,1.98,12.5,6.5,13.4,9.8,6.3,46.4,47.4,15.1,98.08,8.1,"3,339"
30,Derek Fisher,OKC,39,81,59,22,17.6,108.2,99.3,8.9,12.0,2.39,21.0,0.9,7.7,4.4,8.8,51.2,54.2,13.6,97.11,6.3,"2,879"
30,Evan Turner,IND,25,81,29,52,30.3,99.5,106.9,-7.4,17.4,1.39,16.5,2.4,13.4,7.9,11.9,45.0,49.8,22.9,99.31,9.3,"5,083"
30,Jonas Valanciunas,TOR,22,81,47,34,28.2,107.6,105.1,2.5,4.1,0.42,5.8,10.4,22.0,16.3,13.8,53.1,57.9,18.3,93.08,11.3,"4,421"
30,Jordan Crawford,GSW,25,81,39,42,23.0,100.4,105.1,-4.7,25.6,2.10,22.2,1.4,8.1,4.7,10.6,47.2,51.6,23.2,96.77,10.4,"3,747"
30,Jose Calderon,DAL,32,81,49,32,30.5,108.4,108.9,-0.5,22.3,3.66,30.1,1.3,6.8,4.1,8.2,58.4,59.6,16.0,95.61,9.5,"4,926"
30,Kevin Durant,OKC,25,81,58,23,38.5,111.4,103.3,8.1,25.9,1.56,16.2,2.0,16.4,9.6,10.3,56.0,63.5,32.2,97.54,20.6,"6,342"
30,Klay Thompson,GSW,24,81,51,30,35.4,109.4,100.3,9.1,9.7,1.34,10.9,1.4,7.0,4.3,8.1,53.3,55.5,22.4,97.77,8.4,"5,842"
30,Marcin Gortat,WAS,30,81,44,37,32.8,105.9,100.4,5.5,8.0,1.10,11.5,7.7,21.8,14.7,10.5,54.2,56.8,17.9,95.31,12.5,"5,273"
30,Markieff Morris,PHX,24,81,47,34,26.6,107.1,103.6,3.4,11.2,0.98,11.2,6.6,15.9,11.3,11.4,50.7,56.4,22.8,98.25,12.2,"4,399"
30,Nick Collison,OKC,33,81,58,23,16.7,111.2,98.2,13.0,10.8,1.46,22.7,8.9,12.9,10.9,15.5,56.4,59.9,11.5,97.05,7.3,"2,726"
30,P.J. Tucker,PHX,29,81,48,33,30.7,108.3,105.9,2.4,8.0,1.38,14.9,6.4,14.6,10.5,10.7,49.1,54.0,13.9,98.04,8.8,"5,089"
30,Patty Mills,SAS,25,81,62,19,18.9,108.4,97.5,10.9,15.7,2.37,16.4,2.3,8.4,5.5,6.9,56.5,58.8,21.9,97.76,12.0,"3,110"
30,Randy Foye,DEN,30,81,36,45,30.7,105.4,108.0,-2.6,17.3,1.98,20.8,1.3,7.7,4.4,10.5,52.1,55.8,18.2,100.41,8.3,"5,203"
30,Roy Hibbert,IND,27,81,55,26,29.7,105.2,97.5,7.8,6.0,0.61,8.2,9.0,13.0,11.1,13.3,44.0,49.9,19.3,92.51,8.0,"4,642"
30,Serge Ibaka,OKC,24,81,59,22,32.9,109.8,102.5,7.3,5.1,0.69,6.7,9.0,17.1,13.3,9.6,54.8,57.6,19.5,97.29,12.4,"5,407"
30,Steven Adams,OKC,20,81,59,22,14.8,106.3,103.7,2.6,5.0,0.61,11.9,12.3,15.7,14.0,19.7,50.3,54.1,11.4,97.06,5.2,"2,418"
30,Terrence Ross,TOR,23,81,47,34,26.7,108.2,105.2,3.0,6.0,0.90,8.2,2.0,9.9,6.0,9.1,53.1,55.3,18.3,93.91,7.5,"4,225"
30,Tim Hardaway Jr.,NYK,22,81,37,44,23.2,103.0,109.0,-6.0,5.9,1.40,7.8,1.0,5.8,3.3,5.5,52.3,55.4,18.7,94.48,7.3,"3,716"
30,Vince Carter,DAL,37,81,49,32,24.4,106.0,102.5,3.6,17.0,1.96,17.4,3.4,11.3,7.3,8.9,49.7,53.9,22.3,97.63,9.8,"4,028"
52,Al-Farouq Aminu,NOP,23,80,33,47,25.6,103.4,108.8,-5.4,8.3,1.30,15.0,6.4,18.8,12.5,11.6,48.7,51.6,14.0,94.20,9.3,"3,997"
52,Blake Griffin,LAC,25,80,56,24,35.8,112.9,103.1,9.8,18.5,1.38,14.2,7.0,19.1,13.3,10.3,53.3,58.3,28.6,96.96,16.2,"5,787"
52,Brandon Jennings,DET,24,80,28,52,34.1,105.8,108.9,-3.1,33.4,2.83,29.1,2.0,6.9,4.3,10.3,44.1,48.6,22.8,96.91,10.0,"5,502"
52,Darren Collison,LAC,26,80,56,24,25.9,109.2,103.9,5.3,22.5,2.25,24.4,2.3,6.4,4.5,10.8,51.8,57.5,19.4,96.76,10.8,"4,169"
52,David West,IND,33,80,54,26,30.9,105.7,97.6,8.1,15.8,1.68,15.8,5.1,15.9,10.8,9.4,49.0,53.3,21.7,93.36,13.9,"4,816"
52,Dirk Nowitzki,DAL,36,80,48,32,32.9,109.4,103.9,5.5,14.0,1.85,12.3,1.6,18.4,10.0,6.7,54.9,60.3,26.0,96.37,16.1,"5,292"
52,Enes Freedom,UTA,22,80,23,57,26.7,99.8,112.0,-12.2,6.4,0.52,6.4,10.3,19.5,14.6,12.4,49.1,52.3,22.8,92.85,10.1,"4,147"
52,James Anderson,PHI,25,80,19,61,28.9,97.4,108.1,-10.7,9.9,1.41,14.7,2.3,10.6,6.2,10.4,51.1,53.0,15.6,101.24,7.2,"4,859"
52,Jarrett Jack,CLE,30,80,32,48,28.2,100.9,106.4,-5.6,23.2,2.44,26.6,0.9,8.9,4.9,10.9,45.5,49.8,17.6,94.16,8.6,"4,421"
52,Joakim Noah,CHI,29,80,48,32,35.2,103.5,99.1,4.4,25.8,2.22,27.3,10.2,22.1,16.1,12.3,47.5,53.1,18.5,90.90,15.6,"5,338"
52,Kenneth Faried,DEN,24,80,36,44,27.2,106.5,109.7,-3.2,7.1,0.71,8.1,10.3,20.4,15.2,11.4,54.5,57.3,20.8,99.92,12.6,"4,528"
52,Kentavious Caldwell-Pope,DET,21,80,28,52,19.8,103.3,104.5,-1.2,5.0,1.96,9.7,2.2,7.7,4.7,4.9,46.0,48.3,13.6,97.82,5.0,"3,215"
52,Kosta Koufos,MEM,25,80,48,32,16.9,101.4,99.7,1.7,4.7,0.58,6.4,11.8,19.5,15.6,11.1,49.5,51.4,18.7,92.11,10.4,"2,587"
52,Marco Belinelli,SAS,28,80,61,19,25.2,109.9,102.9,7.1,13.0,1.88,17.6,1.0,10.1,5.8,9.3,57.6,60.5,18.6,97.13,10.0,"4,066"
52,Maurice Harkless,ORL,21,80,22,58,24.4,99.8,107.2,-7.4,6.3,0.93,11.2,3.6,10.3,6.9,12.0,52.5,54.2,14.5,95.48,7.1,"3,868"
52,Mike Scott,ATL,25,80,36,44,18.5,100.9,107.3,-6.4,9.1,0.95,8.9,4.3,15.4,9.8,9.4,52.9,55.9,23.2,96.95,10.4,"2,993"
52,Miles Plumlee,PHX,25,80,47,33,24.5,105.6,104.3,1.3,3.3,0.39,5.6,10.1,21.6,15.9,14.5,51.7,52.9,16.0,96.88,10.1,"3,961"
52,Nazr Mohammed,CHI,36,80,47,33,7.0,92.5,93.1,-0.6,6.6,0.54,10.2,12.1,18.8,15.6,18.9,42.9,44.5,14.4,90.55,8.1,"1,055"
52,Paul George,IND,24,80,54,26,36.2,104.5,98.0,6.5,17.7,1.26,13.7,2.3,15.7,9.3,10.9,49.0,55.5,27.8,93.30,15.7,"5,635"
52,Reggie Jackson,OKC,24,80,57,23,28.5,109.0,101.6,7.4,23.1,1.97,22.2,2.0,11.3,6.8,11.2,48.5,52.7,22.3,96.67,11.5,"4,591"
52,Samuel Dalembert,DAL,34,80,48,32,20.2,105.5,104.6,0.8,3.5,0.42,6.7,13.3,21.8,17.6,15.8,56.8,60.5,14.8,95.48,10.1,"3,207"
52,Spencer Hawes,CLE,26,80,26,54,30.9,100.6,110.2,-9.6,15.2,1.39,17.6,5.1,20.3,12.8,12.7,52.9,55.4,19.4,99.20,11.1,"5,107"
52,Victor Oladipo,ORL,22,80,23,57,31.1,98.6,104.1,-5.6,22.5,1.28,19.7,1.7,11.4,6.6,15.4,45.8,51.4,24.0,96.00,9.7,"4,976"
75,Boris Diaw,SAS,32,79,60,19,25.0,109.6,101.3,8.3,16.2,1.83,23.1,4.1,12.6,8.5,12.6,55.9,57.8,16.7,97.10,9.8,"3,986"
75,Chris Bosh,MIA,30,79,53,26,32.0,110.9,102.0,8.9,5.6,0.70,6.8,4.7,17.5,11.5,9.7,55.5,59.7,22.4,92.83,12.6,"4,901"
75,Courtney Lee,MEM,28,79,47,32,25.0,102.3,101.0,1.3,9.3,1.58,13.7,1.5,8.3,4.9,8.7,53.9,57.4,16.8,91.59,9.4,"3,773"
75,DeMar DeRozan,TOR,24,79,45,34,38.2,107.7,104.6,3.1,18.9,1.78,14.5,1.7,9.9,5.8,8.1,45.2,53.2,27.8,92.05,12.8,"5,785"
75,E'Twaun Moore,ORL,25,79,22,57,19.1,97.0,102.0,-5.0,12.2,2.04,17.2,1.9,7.0,4.5,8.5,49.0,51.3,15.9,96.67,7.4,"3,035"
75,Greivis Vasquez,TOR,27,79,46,33,22.5,105.5,101.0,4.5,31.0,2.52,28.0,1.1,8.8,5.0,11.1,50.4,53.7,21.1,92.54,10.8,"3,434"
75,J.J. Barea,MIN,30,79,40,39,18.6,99.5,103.2,-3.7,35.3,2.42,26.9,1.0,9.3,4.9,11.1,44.3,47.1,23.8,97.19,9.5,"2,986"
75,Jeff Teague,ATL,26,79,37,42,32.2,104.7,103.4,1.3,34.7,2.28,26.9,1.4,6.9,4.2,11.8,47.4,54.1,25.0,96.79,11.8,"5,149"
75,Joe Johnson,BKN,33,79,43,36,32.6,106.3,105.8,0.4,14.8,1.80,15.0,2.0,9.0,5.6,8.4,53.3,56.4,22.1,92.22,10.6,"4,963"
75,Kyle Lowry,TOR,28,79,45,34,36.2,108.9,104.3,4.5,33.6,3.02,28.9,3.1,10.0,6.5,9.6,51.1,56.7,22.2,94.23,13.8,"5,625"
75,Marreese Speights,GSW,26,79,48,31,12.4,94.6,99.1,-4.6,6.1,0.48,5.4,9.7,18.5,14.1,11.1,45.0,50.7,24.3,100.67,10.3,"2,046"
75,Thaddeus Young,PHI,26,79,18,61,34.4,99.2,110.1,-10.9,11.4,1.10,10.5,5.6,11.5,8.4,9.5,48.9,51.2,23.9,100.39,10.1,"5,669"
75,Wesley Johnson,LAL,26,79,27,52,28.4,101.7,108.8,-7.1,8.2,1.38,13.8,3.0,11.7,7.4,10.0,50.2,52.2,14.9,101.07,6.6,"4,699"
75,Zach Randolph,MEM,32,79,49,30,34.2,106.6,103.6,3.0,12.4,1.09,11.5,10.2,21.1,15.6,10.6,46.8,51.0,25.8,90.59,12.8,"5,113"
89,Alan Anderson,BKN,31,78,43,35,22.7,103.4,104.7,-1.2,7.4,1.31,11.9,2.4,7.8,5.2,9.1,48.7,52.5,15.6,93.12,5.9,"3,434"
89,Alec Burks,UTA,22,78,24,54,28.1,101.5,108.1,-6.6,16.8,1.42,15.6,2.7,9.5,6.0,11.0,48.7,54.7,23.2,93.68,10.1,"4,279"
89,DeJuan Blair,DAL,25,78,46,32,15.6,106.0,105.3,0.7,8.8,0.91,11.8,11.4,19.8,15.5,13.0,53.4,55.7,18.7,98.51,9.7,"2,481"
89,Derrick Williams,SAC,23,78,29,49,23.3,102.5,106.8,-4.3,4.9,0.74,7.7,3.7,13.4,8.5,10.5,45.4,52.4,15.8,97.47,8.0,"3,686"
89,Harrison Barnes,GSW,22,78,48,30,28.3,101.1,101.9,-0.8,8.0,1.38,12.0,2.9,10.8,6.9,8.7,44.8,48.6,16.6,98.81,6.7,"4,530"
89,Jae Crowder,DAL,23,78,47,31,16.1,107.6,96.7,10.9,6.7,1.46,14.2,3.9,11.9,8.1,9.7,52.4,55.1,12.8,98.13,7.7,"2,544"
89,Jeremy Lamb,OKC,22,78,57,21,19.7,107.1,100.0,7.1,12.3,1.89,14.2,1.8,10.4,6.2,7.5,50.4,52.2,19.7,96.66,9.4,"3,095"
89,John Salmons,TOR,34,78,46,32,22.1,101.9,102.4,-0.5,13.5,2.72,23.0,1.1,8.5,4.7,8.5,43.9,46.2,12.6,94.76,5.6,"3,411"
89,Josh McRoberts,CHA,27,78,39,39,30.3,104.6,103.2,1.3,21.5,4.01,32.6,3.7,12.4,8.1,8.1,52.9,54.8,13.7,92.08,9.7,"4,517"
89,Lance Stephenson,IND,23,78,53,25,35.3,104.1,99.0,5.2,21.7,1.71,23.6,3.7,16.0,10.2,13.8,54.0,56.4,19.1,93.36,12.7,"5,355"
89,Martell Webster,WAS,27,78,42,36,27.7,104.3,104.8,-0.4,6.8,1.67,12.2,1.8,9.2,5.4,7.3,55.7,59.1,14.4,95.12,7.4,"4,277"
89,Stephen Curry,GSW,26,78,50,28,36.5,110.6,101.0,9.6,37.2,2.27,26.9,1.6,9.7,5.8,11.9,56.6,61.0,27.5,98.15,16.4,"5,826"
101,Amir Johnson,TOR,27,77,43,34,28.8,107.8,103.4,4.3,8.5,0.93,12.6,8.0,15.3,11.7,13.5,57.8,59.2,16.2,92.70,10.0,"4,277"
101,Bismack Biyombo,CHA,21,77,42,35,13.9,98.9,100.9,-1.9,1.2,0.20,3.4,9.4,23.5,16.5,17.2,61.1,60.6,9.4,93.36,9.9,"2,086"
101,Carmelo Anthony,NYK,30,77,35,42,38.7,108.3,107.1,1.3,15.6,1.22,10.5,4.9,17.1,10.8,8.6,50.3,56.1,31.8,91.35,16.2,"5,689"
101,Gerald Henderson,CHA,26,77,40,37,32.0,102.2,103.4,-1.3,13.7,1.76,14.4,1.3,11.2,6.3,8.2,45.5,50.7,22.1,92.75,9.2,"4,750"
101,Giannis Antetokounmpo,MIL,19,77,14,63,24.6,103.8,108.3,-4.5,12.0,1.23,19.1,4.2,14.0,9.1,15.6,46.3,51.8,14.8,94.24,7.3,"3,719"
101,Gordon Hayward,UTA,24,77,23,54,36.4,102.8,110.2,-7.4,23.7,1.89,22.1,2.3,12.6,7.3,11.7,45.4,52.0,22.7,93.11,11.2,"5,434"
101,Hollis Thompson,PHI,23,77,18,59,22.6,99.6,108.7,-9.1,6.1,1.22,13.7,3.9,10.3,6.9,11.3,55.0,57.0,11.1,100.26,5.9,"3,623"
101,Ian Mahinmi,IND,27,77,51,26,16.2,96.6,95.9,0.6,3.1,0.41,7.1,8.5,11.9,10.2,17.2,48.1,53.8,11.2,94.86,4.5,"2,463"
101,Jodie Meeks,LAL,26,77,25,52,33.2,101.9,110.8,-8.8,8.5,1.24,11.1,1.1,6.1,3.6,8.9,55.4,60.1,18.5,100.99,8.7,"5,360"
101,Josh Smith,DET,28,77,28,49,35.5,104.8,108.4,-3.6,14.7,1.27,13.9,3.4,15.5,9.2,11.0,44.8,46.3,24.1,96.57,9.0,"5,494"
101,Kevin Love,MIN,25,77,39,38,36.3,110.5,104.6,5.9,20.5,1.74,15.3,7.6,26.7,16.8,8.8,52.4,59.1,28.1,100.46,19.1,"5,858"
101,LeBron James,MIA,29,77,52,25,37.7,112.0,105.1,6.9,31.1,1.81,20.7,3.4,16.5,10.4,11.5,61.0,64.9,30.3,93.04,20.0,"5,634"
101,Tony Snell,CHI,22,77,46,31,16.0,95.7,100.4,-4.7,9.5,1.55,14.6,1.5,8.5,5.0,9.5,46.9,48.9,14.6,92.30,5.8,"2,363"
101,Trevor Ariza,WAS,28,77,41,36,35.4,105.6,102.1,3.5,10.5,1.45,15.2,3.7,14.2,8.9,10.5,56.2,59.0,17.3,96.35,10.7,"5,466"
115,Andrew Nicholson,ORL,24,76,19,57,15.4,95.5,102.3,-6.8,3.7,0.49,4.8,4.5,16.9,10.8,9.8,46.2,48.9,19.1,95.65,7.0,"2,342"
115,Anthony Morrow,NOP,28,76,32,44,18.8,105.5,104.3,1.2,6.9,1.16,9.0,2.0,8.1,5.0,7.7,54.2,57.0,18.8,93.49,8.7,"2,782"
115,Carlos Boozer,CHI,32,76,43,33,28.2,99.8,100.8,-1.0,10.5,0.77,8.8,6.3,23.9,14.9,11.5,45.6,48.9,25.7,92.74,12.0,"4,143"
115,Evan Fournier,DEN,21,76,35,41,19.8,102.4,102.0,0.4,11.9,1.12,13.8,2.1,10.7,6.3,12.3,50.1,53.3,19.1,101.78,6.9,"3,187"
115,George Hill,IND,28,76,50,26,32.0,104.6,98.0,6.6,17.0,2.88,25.3,2.3,8.9,5.8,8.8,51.9,56.3,14.6,92.76,10.1,"4,707"
115,Goran Dragic,PHX,28,76,45,31,35.1,111.1,105.5,5.6,27.4,2.10,23.2,2.7,6.6,4.6,11.0,56.1,60.4,24.1,96.95,13.4,"5,389"
115,Shaun Livingston,BKN,28,76,42,34,26.0,105.7,104.1,1.6,20.1,2.33,26.5,3.8,9.7,6.8,11.4,48.4,55.1,16.1,91.86,9.9,"3,779"
115,Shawn Marion,DAL,36,76,44,32,31.7,106.8,109.2,-2.4,7.6,1.31,12.9,5.8,15.3,10.7,9.9,52.3,53.7,15.5,95.66,9.3,"4,792"
115,Tayshaun Prince,MEM,34,76,46,30,25.6,103.2,101.8,1.5,9.0,2.90,17.5,1.7,11.0,6.3,6.0,42.7,43.8,13.4,89.95,6.5,"3,647"
115,Terrence Jones,HOU,22,76,51,25,27.3,109.9,107.3,2.6,6.7,1.23,9.1,8.2,16.7,12.7,7.5,56.4,57.7,18.1,97.09,12.2,"4,209"
125,Garrett Temple,WAS,28,75,40,35,8.5,94.1,99.7,-5.6,18.0,1.71,26.4,3.3,8.0,5.5,15.4,38.3,43.1,13.8,96.40,4.8,"1,274"
125,Paul Pierce,BKN,36,75,42,33,28.0,104.0,102.5,1.5,14.6,1.16,15.1,1.4,16.3,9.0,13.0,52.9,59.5,22.1,93.17,12.0,"4,077"
125,Phil Pressey,BOS,23,75,23,52,15.1,102.0,102.4,-0.4,30.5,2.77,40.0,1.8,7.7,4.7,14.5,36.4,39.0,14.1,95.44,6.6,"2,241"
128,Chandler Parsons,HOU,25,74,50,24,37.6,111.2,105.8,5.4,16.8,2.07,19.6,2.7,11.7,7.4,9.5,53.8,56.5,19.1,97.39,11.1,"5,653"
128,Iman Shumpert,NYK,24,74,36,38,26.5,107.2,102.6,4.6,9.7,1.63,17.8,4.2,12.4,8.2,10.9,45.7,48.0,13.9,91.50,6.1,"3,732"
128,JR Smith,NYK,28,74,34,40,32.7,107.6,108.1,-0.6,15.2,2.03,16.3,1.5,11.7,6.4,8.0,51.4,52.7,21.3,91.96,9.1,"4,651"
128,Jared Dudley,LAC,28,74,51,23,23.4,109.2,102.4,6.8,8.7,1.86,16.4,2.1,7.0,4.6,8.8,52.9,54.1,13.4,97.38,5.3,"3,497"
128,Jared Sullinger,BOS,22,74,23,51,27.6,102.7,103.5,-0.8,9.7,0.99,9.6,11.2,18.3,14.6,9.7,45.8,49.7,23.4,95.30,10.4,"4,062"
128,Mo Williams,POR,31,74,49,25,24.8,108.2,105.7,2.5,26.6,2.15,27.2,2.2,5.8,4.0,12.6,47.8,50.7,20.0,97.24,7.5,"3,705"
128,Paul Millsap,ATL,29,74,36,38,33.5,105.2,103.3,1.9,16.0,1.25,14.2,6.4,19.3,12.9,11.3,49.8,54.5,25.1,96.38,13.5,"4,996"
128,Tim Duncan,SAS,38,74,56,18,29.2,108.2,101.5,6.7,15.9,1.38,15.4,7.9,25.5,17.1,11.2,49.0,53.5,25.1,95.66,15.4,"4,306"
136,Al Jefferson,CHA,29,73,38,35,35.0,103.6,103.1,0.5,12.2,1.25,8.7,6.3,24.7,15.6,7.0,51.0,53.2,29.3,93.39,17.0,"4,971"
136,Andray Blatche,BKN,27,73,40,33,22.2,106.2,105.6,0.6,12.6,1.02,11.3,7.9,17.6,12.7,11.1,48.7,53.2,24.8,94.29,12.4,"3,180"
136,Arron Afflalo,ORL,28,73,21,52,35.0,100.7,108.0,-7.4,16.9,1.70,16.1,1.3,9.2,5.2,9.5,52.2,57.4,22.8,94.93,10.6,"5,051"
136,Bradley Beal,WAS,21,73,40,33,34.7,104.8,102.7,2.0,15.5,1.90,15.2,2.2,9.0,5.6,8.0,47.9,50.7,24.0,94.11,9.5,"4,965"
136,DeMarre Carroll,ATL,27,73,37,36,32.1,105.4,103.2,2.2,8.8,1.70,14.7,4.8,12.7,8.8,8.6,54.6,57.5,14.9,95.94,9.1,"4,677"
136,Derrick Favors,UTA,22,73,25,48,30.2,102.6,110.8,-8.2,7.2,0.71,8.4,9.2,21.2,15.1,11.9,52.2,55.6,20.6,92.62,11.8,"4,252"
136,Elton Brand,ATL,35,73,34,39,19.4,103.3,105.1,-1.8,8.1,1.23,14.6,7.5,19.0,13.4,11.8,53.9,56.1,13.8,96.86,8.8,"2,848"
136,James Harden,HOU,24,73,48,25,38.0,112.1,104.9,7.2,26.6,1.68,20.3,2.3,9.4,6.0,12.1,52.9,61.8,27.0,97.75,15.6,"5,658"
136,Jeff Ayres,SAS,27,73,55,18,13.0,107.6,101.4,6.2,8.5,0.95,18.6,10.2,17.2,13.9,19.6,58.0,60.5,12.0,98.04,6.8,"1,944"
136,Kemba Walker,CHA,24,73,38,35,35.8,103.5,100.9,2.6,29.1,2.64,23.4,1.5,9.9,5.7,8.8,44.1,49.9,25.5,93.26,12.3,"5,077"
136,Kirk Hinrich,CHI,33,73,45,28,29.0,101.3,97.6,3.8,22.4,2.38,26.4,1.5,7.7,4.6,11.1,46.1,49.4,17.1,91.65,7.6,"4,037"
136,Mario Chalmers,MIA,28,73,49,24,29.8,110.9,104.2,6.7,23.2,2.20,31.1,2.2,8.5,5.5,14.1,53.1,56.7,17.0,93.72,8.5,"4,261"
136,Mike Conley,MEM,26,73,46,27,33.5,107.1,104.1,3.0,29.3,2.94,25.4,1.7,7.6,4.6,8.6,50.0,54.5,24.0,91.03,13.0,"4,644"
